office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes
Ecole Houssein,Arafat,Nouakchott Sud,555,397,11,4,382,230,33,9,3,1,106
Ecole Ahmed Yenge,Néma,Hodh Chargui,166,121,3,0,118,113,0,0,0,0,5
Benguel chelli,Aleg,Brakna,211,122,0,3,119,67,4,3,40,0,5
Ecole 7,Atar,Adrar,564,219,4,3,212,105,29,9,2,2,65
Direction Regionale de l'education nationale,Néma,Hodh Chargui,374,219,4,8,207,113,36,1,0,4,53
Ecole Ouadane,Ouadane,Adrar,468,311,3,1,307,268,10,2,0,0,27
Ecole Houssein,Arafat,Nouakchott Sud,553,479,15,0,464,307,32,12,5,0,108
Chami,Boghé,Brakna,250,179,4,0,175,37,16,0,0,0,122
Eghegnite,Tidjikja,Tagant,387,218,8,0,210,88,9,38,7,0,68
Ecole El Firdaous,Kiffa,Assaba,343,193,8,0,185,127,19,7,0,1,31
Ecole 5,Timbedra,Hodh Chargui,453,247,2,0,245,185,7,2,0,0,51
Agweida,Moudjeria,Tagant,94,82,1,0,81,72,2,0,0,0,7
ECOLE EL VAROUGH,Kaédi,Gorgol,526,400,7,10,383,80,213,10,60,1,19
Collége  Excellence,Arafat,Nouakchott Sud,566,317,6,3,308,138,54,11,6,5,94
Ecole Bougadoum,Amourj,Hodh Chargui,463,277,13,0,264,247,9,3,0,0,5
Lycée,Djiguenni,Hodh Chargui,495,288,4,0,284,201,13,1,1,0,68
Arde El Afiya,Ouad Naga,Trarza,104,85,4,6,75,55,1,0,0,0,19
Dispensaire,Néma,Hodh Chargui,312,236,2,0,234,222,0,0,1,0,11
Hassi Loukher,Bir Moghrein,Tiris Zemmour,161,108,11,1,96,78,6,1,0,2,9
Ecole Taiba,Keur Macène,Trarza,171,130,3,2,125,72,1,1,1,1,49
Ekram Ecole,Ouad Naga,Trarza,223,152,3,1,148,60,4,0,0,0,84
Moughataa,Magtalahjar,Brakna,529,302,5,1,296,171,12,9,2,2,100
Ecole 1,Zoueratt,Tiris Zemmour,576,436,3,4,429,75,70,23,195,1,65
Ecole Sid'Ahmed Ould Aida,Ksar,Nouakchott Ouest,581,330,11,2,317,171,47,8,1,1,89
Ecole 11,Sélibaby,Guidimagha,465,296,20,2,274,62,157,2,32,0,21
Ecole Kouva,Sebkha,Nouakchott Ouest,554,322,16,1,305,49,165,5,65,0,21
Ecole Hsey Rhahla,Mederdra,Trarza,340,216,7,1,208,151,1,1,0,0,55
Collége  Excellence,Arafat,Nouakchott Sud,566,409,12,3,394,221,57,13,9,0,94
Ecole Oum Nour,Djiguenni,Hodh Chargui,364,272,26,1,245,227,3,1,0,0,14
Legleib,Boumdeid,Assaba,325,237,1,0,236,218,3,10,0,1,4
Maison des Jeunes,Zoueratt,Tiris Zemmour,466,325,0,1,324,126,75,8,17,1,97
Hotel de Ville,Guerou,Assaba,412,197,5,0,192,110,39,3,6,0,34
Ecole Taïba,Aleg,Brakna,547,439,41,0,398,326,18,1,0,0,53
Ecole R'Kiz 1,R'Kiz,Trarza,326,191,9,0,182,60,70,1,0,1,50
Fawah Ecole,Ouad Naga,Trarza,126,94,3,2,89,44,1,0,0,0,44
Tredat Est,Koubenni,Hodh El Gharbi,447,293,3,0,290,123,4,88,0,0,75
Ecole Pompiers,Ksar,Nouakchott Ouest,563,314,3,5,306,119,72,14,25,5,71
M'Balka,Timbedra,Hodh Chargui,439,183,3,0,180,126,8,2,0,0,44
Ecole Beder,Kiffa,Assaba,388,165,7,2,156,117,11,3,0,6,19
Ecole Chelkhet El Ghar,Néma,Hodh Chargui,99,78,1,2,75,71,0,0,2,0,2
Maison des Jeunes,Sebkha,Nouakchott Ouest,585,392,10,6,376,31,150,2,178,1,14
Eghegnite,Tidjikja,Tagant,389,215,1,0,214,91,13,23,6,0,81
Ecole Thide,Boghé,Brakna,418,327,4,12,311,47,5,0,232,0,27
Ecole Hamza,Arafat,Nouakchott Sud,542,351,3,3,345,126,81,12,12,4,110
Bir Darja,Ouad Naga,Trarza,104,71,0,0,71,31,1,1,0,0,38
Collége Benichab,Bennechab,Inchiri,168,110,3,2,105,68,9,2,3,1,22
Neamet Alleh,Koubenni,Hodh El Gharbi,199,125,4,0,121,81,1,18,0,0,21
Ecole N° 2,Mederdra,Trarza,489,301,9,0,292,207,13,2,0,2,68
Boumdeid 2,Boumdeid,Assaba,401,326,0,0,326,316,4,1,1,0,4
Collége Fdérik,F'Deirick,Tiris Zemmour,351,205,1,1,203,107,29,2,7,0,58
Ecole Hamza,Arafat,Nouakchott Sud,542,366,13,4,349,139,74,11,10,3,112
El Mansour,R'Kiz,Trarza,129,78,9,0,69,55,1,0,0,0,13
Toumiya,Boumdeid,Assaba,527,403,0,4,399,392,1,1,0,1,4
Institut Ibn Abbass,Ksar,Nouakchott Ouest,418,300,7,11,282,119,54,9,12,1,87
Ecole El Firdaous,Kiffa,Assaba,341,186,22,0,164,88,32,7,0,3,34
Oum El Ghoura,Ouad Naga,Trarza,314,237,7,1,229,127,6,4,2,0,90
Ecole 2,Aleg,Brakna,591,266,4,5,257,148,4,0,3,0,102
Dispensaire Ouadane,Ouadane,Adrar,216,137,2,1,134,104,4,0,0,0,26
Sondage,Tintane,Hodh El Gharbi,526,306,6,2,298,249,9,3,3,4,30
Elevage,Amourj,Hodh Chargui,490,211,4,1,206,135,27,1,0,2,41
Ecole 6,Sélibaby,Guidimagha,358,279,23,4,252,50,159,0,25,0,18
Ecole Letvetar,Moudjeria,Tagant,382,275,8,0,267,232,3,3,1,1,27
Ecole 1,Timbedra,Hodh Chargui,328,148,2,0,146,95,11,0,0,0,40
Commune,Nouadhibou,Dakhlet Nouadhibou,328,244,4,0,240,107,32,4,15,1,81
Ecole Kenewal,Atar,Adrar,442,288,22,1,265,204,17,0,0,1,43
Délégation Regionale de Développement Rurale,Néma,Hodh Chargui,439,207,1,4,202,101,15,1,9,32,44
Ecole Imam Malick,Riyad,Nouakchott Sud,442,367,13,6,348,62,155,2,86,0,43
Centre d'Accueil des Citoyens,Maghama,Gorgol,516,339,10,9,320,80,41,10,160,1,28
Ecole N'kermedi,R'Kiz,Trarza,322,195,8,6,181,142,5,0,0,0,34
Faculté de Droit,Ksar,Nouakchott Ouest,308,198,5,4,189,106,22,7,7,0,47
Rindjaw,Kaédi,Gorgol,367,286,10,7,269,21,112,1,133,0,2
Dispensaire,F'Deirick,Tiris Zemmour,366,221,3,1,217,134,12,2,5,1,63
Ecole 4,Riyad,Nouakchott Sud,358,216,6,4,206,61,79,6,7,0,53
Ecole 1,Aleg,Brakna,453,291,18,0,273,165,43,0,0,0,65
Lycée,Ouad Naga,Trarza,517,313,14,1,298,74,5,6,1,1,211
Ecole Hamza,Arafat,Nouakchott Sud,542,334,31,2,301,126,65,7,10,0,93
Ecole Doubai,Kiffa,Assaba,311,185,5,0,180,135,11,0,0,0,34
Ecole Bilal,Koubenni,Hodh El Gharbi,570,265,5,1,259,125,52,11,1,0,70
El ghedeh ecole,Tamcheket,Hodh El Gharbi,402,305,5,1,299,289,3,0,1,0,6
Sogueny,Aïoun,Hodh El Gharbi,246,160,4,0,156,89,35,8,0,3,21
El Mabrouk  - Gligue Smalil,Aïoun,Hodh El Gharbi,417,288,4,0,284,146,3,11,0,0,124
Ecole Est (Sedigh),Aïoun,Hodh El Gharbi,207,117,2,0,115,36,13,18,0,4,44
Collège Taguilalet,Mederdra,Trarza,284,161,2,1,158,61,14,29,0,0,54
Beidhit Elmé,Aïoun,Hodh El Gharbi,212,178,1,0,177,171,2,0,0,1,3
Eguave,Aïoun,Hodh El Gharbi,278,193,1,0,192,174,3,0,0,0,15
Ecole El Argoub (Saade),Aïoun,Hodh El Gharbi,379,219,3,1,215,113,18,30,0,1,53
Ecole Zriba,Néma,Hodh Chargui,353,256,2,0,254,160,1,2,0,2,89
PS Marva,El Mina,Nouakchott Sud,314,275,19,5,251,89,108,8,14,0,32
Ecole 2,Ksar,Nouakchott Ouest,571,337,6,1,330,122,66,22,5,1,114
Ecole Bilal,Riyad,Nouakchott Sud,486,422,9,6,407,74,155,8,143,0,27
Ecole Souleimania,Néma,Hodh Chargui,283,207,2,0,205,90,5,0,0,0,110
Ecole Lemrabott Sidi Mahmoud,Arafat,Nouakchott Sud,513,353,8,2,343,145,48,8,23,4,115
El Adala,Bassiknou,Hodh Chargui,396,278,19,1,258,243,0,0,1,0,14
Ecole 1,Bassiknou,Hodh Chargui,413,184,5,1,178,129,20,1,3,2,23
Ecole 2,Djiguenni,Hodh Chargui,465,294,7,0,287,207,8,0,0,0,72
Ecole 2,Sélibaby,Guidimagha,520,365,7,2,356,57,212,1,68,0,18
Collége Amdeir,Atar,Adrar,95,91,6,0,85,75,1,0,0,0,9
Eljezira,Magtalahjar,Brakna,362,168,15,0,153,101,9,0,0,0,43
Ecole Aoueinatt Rajat,Néma,Hodh Chargui,334,234,5,0,229,190,18,3,4,3,34
Ecole Nazaha,Kiffa,Assaba,582,395,6,0,389,327,3,1,0,3,32
Timbedra ouest,Tintane,Hodh El Gharbi,89,75,0,0,75,68,0,1,0,1,5
Ecole Selmane El Varissi,Dar Naïm,Nouakchott Nord,506,361,3,4,354,104,122,11,24,0,93
Ecole 6,Zoueratt,Tiris Zemmour,309,247,5,0,242,87,35,6,55,2,57
Ecole 8,Akjoujt,Inchiri,121,92,1,3,88,23,7,2,18,0,38
El Ittihad,Ouad Naga,Trarza,524,286,7,3,276,170,36,5,2,0,63
Ecole Daw,Maghama,Gorgol,462,270,2,15,253,15,20,10,176,0,32
Collège 1,Sebkha,Nouakchott Ouest,455,275,26,5,244,47,106,1,78,0,12
Ecole Cheikh Souleymane Ball,Sebkha,Nouakchott Ouest,508,296,5,7,284,50,128,6,91,1,8
Collége  Excellence,Arafat,Nouakchott Sud,566,394,13,4,377,180,91,8,17,1,80
Ecole Youssef Ben Tachefine,Dar Naïm,Nouakchott Nord,472,317,5,1,311,123,71,3,1,1,112
Bameira,Tidjikja,Tagant,351,234,8,0,226,103,27,44,0,0,52
Ecole 3,Bassiknou,Hodh Chargui,433,184,5,1,178,107,11,2,2,1,55
Ecole 3,Aleg,Brakna,549,295,4,1,290,172,6,1,0,0,111
Lycée des Jeunes Filles,Tevragh Zeina,Nouakchott Ouest,579,265,9,7,249,104,60,5,10,3,67
Collège 3 (El marbat),El Mina,Nouakchott Sud,461,356,0,10,346,150,74,7,57,2,56
Jelwa,Boumdeid,Assaba,160,131,2,0,129,102,3,0,0,1,23
Ecole Funde Dieri,Bababé,Brakna,381,224,6,16,202,58,15,0,0,3,5
Ecole Doubai,Kiffa,Assaba,312,140,3,0,137,89,13,0,124,0,32
Zemzem 2,Timbedra,Hodh Chargui,89,68,1,0,67,8,0,2,10,0,56
Ecole Khaled,Tevragh Zeina,Nouakchott Ouest,453,216,2,2,212,94,20,18,0,1,70
Ecole Saadigh,Dar Naïm,Nouakchott Nord,429,338,5,5,328,102,97,10,27,1,91
Ecole Cheikh Hamahoullah,Arafat,Nouakchott Sud,515,402,13,4,385,173,76,9,4,0,123
Boumdeid 2,Boumdeid,Assaba,430,392,2,2,388,366,10,1,1,0,10
El Ittihad,Ouad Naga,Trarza,527,324,6,1,317,192,30,0,4,1,90
Justice,Kaédi,Gorgol,483,298,7,3,288,81,169,13,17,0,8
Ecole Dhahr N'Dar,R'Kiz,Trarza,383,209,14,3,192,155,32,0,0,0,5
Ecole Tak,Maghama,Gorgol,338,241,5,3,233,68,72,26,61,1,5
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,545,258,4,5,249,112,38,9,4,3,83
Ecole 2,Sélibaby,Guidimagha,518,341,6,3,332,38,206,1,80,0,7
PMI,Bassiknou,Hodh Chargui,556,211,6,0,205,127,9,6,5,2,56
Ecole Zahra,Dar Naïm,Nouakchott Nord,589,450,34,4,412,176,72,16,45,0,103
Ecole Youssef Ben Tachefine,Dar Naïm,Nouakchott Nord,472,275,3,3,269,113,52,11,2,0,91
Ecole Tensoueilim 1,Dar Naïm,Nouakchott Nord,568,388,7,6,375,159,60,13,32,0,111
Collège 1,Arafat,Nouakchott Sud,576,380,4,6,370,157,51,34,6,13,109
Ecole Youssef Ben Tachefine,Dar Naïm,Nouakchott Nord,472,327,15,2,310,142,66,5,2,0,95
Commune,Nouadhibou,Dakhlet Nouadhibou,328,240,7,0,233,98,50,6,5,1,73
Lycée Excellence,Tevragh Zeina,Nouakchott Ouest,561,298,7,3,288,94,72,16,34,1,71
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,437,229,7,2,220,94,62,5,5,0,54
Lycée Benichab,Bennechab,Inchiri,360,245,9,1,235,212,2,2,1,1,17
Collége  Excellence,Arafat,Nouakchott Sud,566,485,17,8,460,215,93,26,4,0,122
Ecole Dara,Keur Macène,Trarza,236,102,2,0,100,59,7,10,1,0,23
Ecole Bou'egal,R'Kiz,Trarza,350,191,18,2,171,114,30,7,1,0,19
Ecole Nessibe (Elevage),Aïoun,Hodh El Gharbi,501,227,2,1,224,90,24,3,3,2,102
Ecole 2,Ksar,Nouakchott Ouest,565,389,4,4,381,159,90,9,12,1,110
Ecole Syassa,Moudjeria,Tagant,444,201,4,1,196,163,7,4,0,0,22
Ecole Nazaha,Kiffa,Assaba,579,338,4,0,334,268,24,5,1,0,36
Gueni El megcem,Tintane,Hodh El Gharbi,538,236,4,0,232,179,4,3,1,1,44
Leghligue ecole,Aïoun,Hodh El Gharbi,268,192,1,0,191,167,4,0,0,1,19
Ecole Bou'egal,R'Kiz,Trarza,350,209,24,0,185,98,36,8,1,0,42
Ecole Demendhala,Djiguenni,Hodh Chargui,261,157,3,1,153,148,0,2,0,0,3
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,437,244,4,2,238,110,48,2,5,0,73
Direction Régionale de la Santé,Néma,Hodh Chargui,447,256,4,3,249,123,47,2,6,19,52
Collége 1,Sebkha,Nouakchott Ouest,499,266,6,1,259,56,97,8,74,3,21
Ecole Tembel,Maghama,Gorgol,252,229,11,3,215,40,61,13,91,0,10
Ecole 2,Magtalahjar,Brakna,315,138,4,0,134,56,7,3,0,1,67
Ecole Hamza,Arafat,Nouakchott Sud,542,455,6,5,444,164,107,14,30,6,123
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,552,425,11,7,407,35,161,3,192,0,16
M'Balka,Timbedra,Hodh Chargui,443,226,20,0,206,145,8,0,0,2,51
Egueyl,Koubenni,Hodh El Gharbi,96,79,5,0,74,42,2,5,0,1,24
CAC,F'Deirick,Tiris Zemmour,591,363,4,4,355,213,26,5,1,0,110
Dispensaire Nbeika,Moudjeria,Tagant,522,304,11,1,292,124,16,9,0,1,142
PMI,Néma,Hodh Chargui,319,165,8,1,156,77,26,1,1,20,31
Mnessirat,Koubenni,Hodh El Gharbi,460,289,18,0,271,117,15,0,1,0,138
Lycée Tevragh-Zeina,Tevragh Zeina,Nouakchott Ouest,514,278,14,0,264,96,42,44,11,2,69
Ecole Tensoueilim 1,Dar Naïm,Nouakchott Nord,568,307,6,3,298,89,47,23,20,1,118
Ecole ILOT K,Tevragh Zeina,Nouakchott Ouest,464,342,21,2,319,141,85,13,26,2,52
Ecole Jebel Rahma,Arafat,Nouakchott Sud,512,437,13,5,419,80,125,5,124,0,85
ISERI,Ksar,Nouakchott Ouest,596,361,3,9,349,58,126,25,88,2,50
Lycée des Jeunes Filles,Tevragh Zeina,Nouakchott Ouest,579,351,14,10,327,108,92,11,31,2,83
lemreyveg,Atar,Adrar,103,105,2,2,101,69,10,0,0,3,19
Ecole Tensoueilim 1,Dar Naïm,Nouakchott Nord,570,436,13,5,418,255,47,7,8,1,100
Ecole Lighatha,Djiguenni,Hodh Chargui,543,409,11,0,398,375,2,1,0,0,20
Institut Ibn Abbass,Ksar,Nouakchott Ouest,418,253,4,5,244,110,29,4,6,1,94
Ecole 3,Bassiknou,Hodh Chargui,434,222,5,1,216,111,7,6,2,2,88
Lycée,Dar Naïm,Nouakchott Nord,406,269,7,4,258,78,66,12,16,2,84
BATIMENT DU CSA,Kaédi,Gorgol,399,315,6,1,308,66,210,7,17,0,8
Laftah,Boumdeid,Assaba,579,178,1,1,176,150,2,3,0,0,21
Essava,Aïoun,Hodh El Gharbi,421,298,3,1,294,185,37,1,0,1,70
Bureaux de la Commune,Arafat,Nouakchott Sud,456,351,11,4,336,124,56,8,43,1,104
ISERI,Ksar,Nouakchott Ouest,596,389,35,3,351,142,100,16,56,3,34
Lycée Tevragh-Zeina,Tevragh Zeina,Nouakchott Ouest,515,261,4,2,255,102,24,19,12,5,93
Ecole Ahmed Zeidane,Sebkha,Nouakchott Ouest,552,413,6,6,401,39,145,7,199,0,11
Collège 3 (El marbat),El Mina,Nouakchott Sud,461,342,11,17,314,132,79,7,62,1,33
Ecole Majra kaye,Koubenni,Hodh El Gharbi,131,86,0,0,86,83,0,0,0,0,3
Ecole 2 Cansado,Nouadhibou,Dakhlet Nouadhibou,500,348,7,0,341,90,62,14,80,3,92
CFPF,Tevragh Zeina,Nouakchott Ouest,594,360,2,20,338,114,81,11,24,0,108
Ecole Tourougueiline,Moudjeria,Tagant,281,244,3,0,241,218,7,5,0,0,11
Hotel de Ville,Bassiknou,Hodh Chargui,410,212,5,1,206,134,25,9,18,1,19
Ecole Jebel Rahma,Arafat,Nouakchott Sud,514,382,3,6,373,97,76,4,97,0,99
Ecole Idini,Ouad Naga,Trarza,445,249,2,4,243,110,11,4,1,0,117
Lycée,Aleg,Brakna,373,238,9,0,229,146,28,1,1,0,53
Ecole Bou Said,Dar Naïm,Nouakchott Nord,417,272,8,2,262,107,84,6,12,1,52
Ecole 2,Ksar,Nouakchott Ouest,571,318,7,8,303,115,57,16,9,0,106
El ghedeh ecole,Tamcheket,Hodh El Gharbi,402,314,2,0,312,302,9,0,0,0,1
Direction Régionale de l'Enseignement,Atar,Adrar,396,200,0,1,199,113,20,7,5,0,54
Ecole Zahra,Dar Naïm,Nouakchott Nord,589,428,13,4,411,176,62,19,32,3,119
Selam Jam(disensaire,Dar Naïm,Nouakchott Nord,357,266,2,10,254,64,93,11,31,0,55
Ehl ahmed seyloum,Amourj,Hodh Chargui,211,105,1,1,103,100,0,0,0,0,3
Ecole Chami,Chami,Dakhlet Nouadhibou,544,211,6,3,202,73,71,2,5,0,51
Lycée,Koubenni,Hodh El Gharbi,411,148,3,1,144,94,8,1,2,0,39
Collège,Barkéol,Assaba,459,368,6,0,362,103,59,162,4,0,34
Ecole Barkeol Al Akhdar,Barkéol,Assaba,409,216,6,0,210,116,69,15,0,0,10
Ecole Imam Ahmed,Dar Naïm,Nouakchott Nord,522,369,12,2,355,128,107,11,15,0,94
Ecole Boubaghja,Barkéol,Assaba,336,255,17,0,238,146,83,3,1,1,4
Ecole R'Kiz 1,R'Kiz,Trarza,557,313,9,3,301,150,101,12,1,0,37
Ecole Med Ould Med Salem,Riyad,Nouakchott Sud,538,394,5,6,383,56,164,18,89,1,55
Ecole Danuel,Maghama,Gorgol,176,128,6,2,120,31,5,5,76,0,3
Ecole 2,Ksar,Nouakchott Ouest,571,298,0,2,296,129,60,9,10,1,87
Ecole 4,Riyad,Nouakchott Sud,358,238,7,6,225,52,118,4,9,0,42
Dispensaire Suisse,Riyad,Nouakchott Sud,495,388,16,8,364,58,151,15,95,0,45
Ecole Bilal,Riyad,Nouakchott Sud,487,322,7,6,309,43,136,4,95,0,31
Ehl Gdawiya,Néma,Hodh Chargui,90,86,0,0,86,74,1,0,0,1,10
Ecole 2,F'Deirick,Tiris Zemmour,517,308,8,0,300,188,9,5,1,0,97
Hotel de Ville,Barkéol,Assaba,561,336,7,2,327,157,76,38,7,1,48
Tewfik Ecole 2,Ouad Naga,Trarza,363,262,5,8,249,202,13,2,2,0,30
Lycée,Djiguenni,Hodh Chargui,496,301,5,1,295,225,6,1,2,1,60
PMI,Timbedra,Hodh Chargui,387,212,6,6,200,80,29,10,0,2,79
Ecole PK 14,Rosso,Trarza,414,194,2,0,192,77,27,1,2,0,85
Medina Ilem,Néma,Hodh Chargui,243,158,1,0,157,124,2,0,0,0,31
Patecone,Kaédi,Gorgol,207,186,5,5,176,68,44,2,29,1,32
Ecole Fimbo,Maghama,Gorgol,495,359,15,10,334,38,59,3,210,0,24
Ecole Ghasrem,Ouad Naga,Trarza,507,263,4,4,255,194,7,2,1,1,50
Ecole 7,Zoueratt,Tiris Zemmour,482,388,7,7,374,70,79,18,106,1,100
Ecole 4,Sebkha,Nouakchott Ouest,526,420,7,5,408,16,238,2,139,0,13
Ecole Bir Essaada,Rosso,Trarza,517,266,13,3,250,177,37,2,2,1,31
Ecole Zahra,Dar Naïm,Nouakchott Nord,589,398,18,11,369,118,91,3,72,0,85
Dispensaire Seif,Kiffa,Assaba,412,212,4,12,196,144,34,2,3,2,11
Lycée Excellence,Tevragh Zeina,Nouakchott Ouest,561,417,5,6,406,104,152,23,56,2,69
Ecole El Medina,Riyad,Nouakchott Sud,499,318,6,4,308,98,91,10,27,1,81
Dispensaire Kissal,El Mina,Nouakchott Sud,525,357,12,5,340,99,157,5,34,0,45
Ecole 1,Ksar,Nouakchott Ouest,600,453,9,16,428,245,48,30,4,2,99
Bureau des Douanes,Rosso,Trarza,331,271,7,1,263,125,87,9,1,2,39
Ecole PK 6,Rosso,Trarza,372,299,8,4,287,127,105,3,46,0,6
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,484,359,4,4,351,249,23,7,1,3,68
Ecole N'Djourbel,Rosso,Trarza,580,421,22,0,399,40,269,5,66,0,19
Ecole Rosso 1,Rosso,Trarza,516,382,7,3,372,77,190,6,52,1,46
Ecole El Kheiriya,Rosso,Trarza,399,316,17,0,299,118,163,2,2,0,14
Ecole Teidoumeh Voulane,Ould Yengé,Guidimagha,383,134,1,0,133,79,44,1,4,0,5
Ecole Tachout,Maghama,Gorgol,204,117,2,2,113,56,15,16,22,1,3
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,545,241,6,2,233,106,42,6,0,1,78
Tabye,Tintane,Hodh El Gharbi,545,230,9,1,220,161,3,4,0,3,49
Ecole 1 Rgueiba,Boghé,Brakna,547,367,16,4,347,226,27,22,10,0,62
Ecole N'beiket Lahwach,N'beiket Lahwach,Hodh Chargui,448,124,2,3,119,62,16,3,2,7,29
Ecole 4,Zoueratt,Tiris Zemmour,527,374,15,3,356,144,80,6,15,1,110
Hotel de Ville,Guerou,Assaba,410,173,5,2,166,104,29,1,6,0,26
Ecole 1,Ksar,Nouakchott Ouest,585,412,18,4,390,246,39,13,5,3,84
Maison des Jeunes,Atar,Adrar,470,248,4,2,242,137,40,6,2,0,57
Ecole Teidouma Zbeiratte,Ould Yengé,Guidimagha,290,184,9,0,175,66,103,1,0,0,5
Ecole Kembo,Maghama,Gorgol,144,87,10,5,72,48,11,2,8,0,3
Ecole Leweinatt,Ould Yengé,Guidimagha,372,206,9,0,197,157,14,3,17,0,6
Ecole 2 Rass El Imane,Nouadhibou,Dakhlet Nouadhibou,513,380,3,0,377,141,63,18,27,1,127
Ecole 6,Zoueratt,Tiris Zemmour,309,226,10,3,213,71,46,5,32,0,59
Lycée Excellence,Tevragh Zeina,Nouakchott Ouest,561,162,14,0,148,50,37,6,10,1,44
Ecole Imam Ahmed,Dar Naïm,Nouakchott Nord,522,355,10,3,342,110,102,9,23,0,98
Arafat,Ouad Naga,Trarza,145,90,1,7,82,31,0,1,0,0,50
C.S.A,Kiffa,Assaba,308,132,3,0,129,56,36,4,4,1,28
Ecole R'Kiz 1,R'Kiz,Trarza,557,337,12,2,323,152,121,7,2,0,41
Lycée de Guerou,Guerou,Assaba,275,170,5,1,164,111,25,0,1,0,27
Ecole 1 Boghé,Boghé,Brakna,306,142,4,4,134,43,34,2,30,0,25
ISERI,Ksar,Nouakchott Ouest,596,395,7,3,385,114,138,20,69,1,43
Collège de Djeol,Kaédi,Gorgol,439,358,8,12,338,81,55,0,191,2,9
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,485,334,5,0,329,162,39,8,0,2,118
Ecole Arafat 1,El Mina,Nouakchott Sud,401,302,6,3,293,108,115,3,23,1,43
Tenyachel Mahadra,Ouad Naga,Trarza,339,295,2,3,290,199,22,4,0,1,64
Ecole Bouyagui,Dar Naïm,Nouakchott Nord,438,296,19,7,270,89,83,3,2,0,93
Ecole Egmakem,Ouadane,Adrar,110,78,1,0,77,68,0,0,0,0,9
Egjert El Emel,Aïoun,Hodh El Gharbi,428,323,5,0,318,227,3,0,0,1,87
EL BDAA,Timbedra,Hodh Chargui,118,34,4,0,30,28,1,0,0,0,1
Ecole 4,Sebkha,Nouakchott Ouest,526,364,7,13,344,29,182,3,110,0,20
Lycée de Boghé,Boghé,Brakna,304,222,3,2,217,80,49,5,54,1,28
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,545,241,3,4,234,104,37,12,2,0,79
Ecole Sagatar,Kiffa,Assaba,372,179,16,0,163,83,32,15,8,0,25
Ecole Sid'Ahmed Ould Aida,Ksar,Nouakchott Ouest,574,335,8,3,324,184,44,14,5,1,76
Ehsey El khalveh,Tintane,Hodh El Gharbi,444,235,7,1,227,172,10,5,0,4,36
Touva,Néma,Hodh Chargui,155,134,4,0,130,118,0,1,1,8,2
Ecole 5,Tevragh Zeina,Nouakchott Ouest,592,319,6,5,308,50,125,6,90,1,36
Ecole Leleib Dekhlani,Boghé,Brakna,539,358,11,9,338,176,57,5,33,0,67
Tenewbek,Ouad Naga,Trarza,313,214,6,7,201,161,3,7,1,0,29
Travaux Publics,Atar,Adrar,405,273,7,0,266,148,26,3,2,0,87
Ecole Bavreichiya,Keur Macène,Trarza,111,81,2,0,79,23,2,1,0,0,53
Elevage,Tamcheket,Hodh El Gharbi,429,265,6,0,259,198,24,4,1,0,32
Ecole Dolol,Maghama,Gorgol,390,284,1,6,277,105,57,6,101,0,8
Ecole Toulde,Boghé,Brakna,530,406,3,13,390,60,6,1,321,1,1
Lycée,Zoueratt,Tiris Zemmour,469,329,4,2,323,159,32,2,31,3,96
Hotel de ville,Djiguenni,Hodh Chargui,580,333,8,0,325,263,5,2,2,1,52
Bouteichtaya Ecole,Ouad Naga,Trarza,463,296,8,4,284,168,12,1,0,0,103
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,484,367,10,7,350,184,33,7,2,6,118
Ecole 1,Timbedra,Hodh Chargui,330,163,3,0,160,97,11,4,2,2,44
Ecole 2,Bassiknou,Hodh Chargui,458,202,9,3,190,135,15,8,0,1,31
Negya,Néma,Hodh Chargui,38,37,2,0,35,6,1,1,0,0,27
Collège de Djeol,Kaédi,Gorgol,470,278,4,1,273,84,61,4,119,0,5
Commune,Sebkha,Nouakchott Ouest,517,355,10,8,337,53,143,3,119,0,19
Ecole Mourabitoune,Ksar,Nouakchott Ouest,481,343,9,4,330,35,179,20,81,0,15
Chemsiyat,Tidjikja,Tagant,429,304,9,2,293,110,24,53,1,1,104
CAC,Zoueratt,Tiris Zemmour,454,322,6,3,313,162,18,12,10,1,110
Ecole Thide,Boghé,Brakna,419,297,10,9,278,47,4,1,199,2,25
Inspection IDEN,Tevragh Zeina,Nouakchott Ouest,122,79,1,1,77,47,4,1,1,0,24
Ecole Dolol,Maghama,Gorgol,392,276,17,2,257,118,35,1,97,1,5
Zouwbri,Koubenni,Hodh El Gharbi,227,77,0,0,77,61,0,1,1,0,14
Ecole Khaled,Tevragh Zeina,Nouakchott Ouest,576,326,11,4,311,181,53,8,6,0,63
Ecole Arrachid,Timbedra,Hodh Chargui,187,96,0,0,96,89,0,0,0,0,7
Ecole 8,Zoueratt,Tiris Zemmour,333,273,4,4,265,105,40,13,20,1,86
